,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,median_house_value
16056,-122.49,37.76,52.0,2564.0,502.0,1092.0,459.0,3.5302,5.586056644880174,2.3790849673202614,0,0,0,1,0,329600.0
13077,-121.3,38.58,29.0,2748.0,563.0,1619.0,525.0,2.8966,5.234285714285714,3.083809523809524,0,1,0,0,0,92400.0
4245,-118.32,34.13,34.0,1856.0,273.0,540.0,264.0,4.0833,7.03030303030303,2.0454545454545454,1,0,0,0,0,500001.0
2310,-119.77,36.91,3.0,7520.0,1143.0,2878.0,1077.0,5.3272,6.982358402971216,2.6722376973073354,0,1,0,0,0,174200.0
9278,-122.6,38.11,19.0,1752.0,328.0,873.0,336.0,3.8068,5.214285714285714,2.5982142857142856,1,0,0,0,0,201600.0
8229,-118.2,33.77,40.0,2034.0,899.0,1257.0,797.0,1.2864,2.5520702634880803,1.5771643663739021,0,0,0,0,1,131300.0
11226,-117.94,33.81,26.0,1589.0,259.0,735.0,315.0,4.5714,5.044444444444444,2.3333333333333335,1,0,0,0,0,243200.0
15589,-116.67,32.97,16.0,349.0,74.0,120.0,43.0,5.359,8.116279069767442,2.7906976744186047,1,0,0,0,0,193800.0
3795,-118.36,34.16,43.0,2850.0,709.0,1510.0,670.0,2.4835,4.253731343283582,2.253731343283582,1,0,0,0,0,274300.0
11570,-118.01,33.77,32.0,1771.0,296.0,995.0,272.0,5.8362,6.511029411764706,3.6580882352941178,1,0,0,0,0,217500.0
1280,-121.8,38.01,46.0,2273.0,495.0,1088.0,447.0,2.2532,5.085011185682327,2.4340044742729305,0,1,0,0,0,109400.0
7920,-118.07,33.86,28.0,1789.0,352.0,1347.0,330.0,3.425,5.421212121212121,4.081818181818182,1,0,0,0,0,189700.0
11251,-117.99,33.82,21.0,2281.0,557.0,1510.0,460.0,2.8625,4.958695652173913,3.282608695652174,1,0,0,0,0,189600.0
12461,-121.43,38.58,35.0,5298.0,954.0,1933.0,918.0,3.9167,5.771241830065359,2.105664488017429,0,1,0,0,0,155700.0
7801,-118.09,33.9,33.0,3326.0,720.0,2533.0,689.0,3.1441,4.827285921625545,3.676342525399129,1,0,0,0,0,176300.0
16665,-120.7,35.28,14.0,3768.0,682.0,1884.0,664.0,4.6071,5.674698795180723,2.8373493975903616,0,0,0,0,1,239900.0
4903,-118.25,34.01,30.0,962.0,291.0,1280.0,263.0,1.4464,3.6577946768060836,4.866920152091255,1,0,0,0,0,110200.0
8439,-118.36,33.93,44.0,520.0,116.0,392.0,106.0,3.0132,4.90566037735849,3.69811320754717,1,0,0,0,0,202500.0
5022,-118.33,33.99,46.0,1582.0,315.0,777.0,286.0,3.2083,5.531468531468532,2.7167832167832167,1,0,0,0,0,149600.0
8161,-118.13,33.82,37.0,1530.0,290.0,711.0,283.0,5.1795,5.406360424028269,2.512367491166078,1,0,0,0,0,225400.0
222,-122.2,37.8,43.0,3045.0,499.0,1115.0,455.0,4.9559,6.6923076923076925,2.4505494505494507,0,0,0,1,0,273000.0
3545,-118.63,34.24,9.0,4759.0,924.0,1884.0,915.0,4.8333,5.201092896174863,2.059016393442623,1,0,0,0,0,277200.0
9498,-123.73,39.17,20.0,4620.0,1042.0,1745.0,794.0,2.375,5.818639798488665,2.197732997481108,0,0,0,0,1,158800.0
2442,-119.61,36.57,42.0,2242.0,521.0,1359.0,483.0,1.5833,4.641821946169772,2.813664596273292,0,1,0,0,0,65100.0
14297,-117.14,32.72,42.0,1558.0,458.0,1227.0,407.0,2.2804,3.828009828009828,3.0147420147420148,0,0,0,0,1,139100.0
15376,-117.25,33.37,8.0,1755.0,530.0,1687.0,511.0,1.995,3.4344422700587085,3.3013698630136985,1,0,0,0,0,146900.0
1972,-120.54,38.75,9.0,3006.0,540.0,1102.0,418.0,3.9812,7.1913875598086126,2.6363636363636362,0,1,0,0,0,136600.0
1570,-122.02,37.84,34.0,1879.0,265.0,729.0,263.0,7.7072,7.144486692015209,2.7718631178707223,0,0,0,1,0,443800.0
2281,-119.79,36.79,19.0,1524.0,448.0,960.0,386.0,1.5122,3.948186528497409,2.4870466321243523,0,1,0,0,0,47500.0
15713,-122.44,37.78,52.0,2695.0,657.0,1243.0,573.0,2.8569,4.703315881326352,2.169284467713787,0,0,0,1,0,372200.0
2021,-119.81,36.7,52.0,314.0,57.0,178.0,66.0,1.2404,4.757575757575758,2.696969696969697,0,1,0,0,0,52500.0
18835,-122.64,41.74,33.0,2644.0,459.0,1113.0,483.0,3.3095,5.474120082815735,2.3043478260869565,0,1,0,0,0,81300.0
7760,-118.14,33.91,34.0,2011.0,472.0,1087.0,423.0,3.0465,4.754137115839243,2.569739952718676,1,0,0,0,0,187800.0
17444,-120.39,34.52,40.0,2162.0,395.0,1010.0,332.0,2.5667,6.5120481927710845,3.0421686746987953,0,0,0,0,1,239300.0
19266,-122.72,38.44,52.0,188.0,62.0,301.0,72.0,0.9437,2.611111111111111,4.180555555555555,1,0,0,0,0,129200.0
2556,-124.17,40.75,13.0,2171.0,339.0,951.0,353.0,4.8516,6.15014164305949,2.6940509915014164,0,0,0,0,1,116100.0
10347,-117.66,33.61,21.0,1932.0,266.0,860.0,286.0,7.1497,6.755244755244755,3.006993006993007,1,0,0,0,0,274000.0
9989,-121.07,39.15,15.0,6828.0,1319.0,3002.0,1318.0,2.4726,5.180576631259484,2.2776934749620636,0,1,0,0,0,143400.0
3344,-122.52,38.7,26.0,102.0,17.0,43.0,13.0,0.536,7.846153846153846,3.3076923076923075,0,1,0,0,0,87500.0
902,-121.98,37.53,28.0,2829.0,566.0,1610.0,540.0,4.6,5.238888888888889,2.9814814814814814,1,0,0,0,0,223200.0
8143,-118.11,33.83,36.0,1820.0,313.0,899.0,295.0,4.918,6.169491525423729,3.047457627118644,1,0,0,0,0,225200.0
181,-122.23,37.8,52.0,783.0,184.0,488.0,186.0,1.9375,4.209677419354839,2.6236559139784945,0,0,0,1,0,126600.0
10265,-117.85,33.9,25.0,1548.0,256.0,811.0,263.0,5.2037,5.885931558935361,3.0836501901140685,1,0,0,0,0,242200.0
9367,-122.53,37.94,18.0,878.0,255.0,384.0,247.0,4.7344,3.554655870445344,1.5546558704453441,0,0,0,1,0,200000.0
1853,-124.21,41.77,17.0,3461.0,722.0,1947.0,647.0,2.5795,5.349304482225657,3.009273570324575,0,0,0,0,1,68400.0
4788,-118.32,34.02,51.0,2010.0,460.0,1355.0,433.0,2.0304,4.64203233256351,3.1293302540415704,1,0,0,0,0,133400.0
7068,-118.02,33.95,36.0,1705.0,299.0,871.0,296.0,4.6184,5.760135135135135,2.9425675675675675,1,0,0,0,0,179800.0
19977,-118.7,35.82,20.0,4642.0,1300.0,658.0,247.0,2.3937,18.793522267206477,2.6639676113360324,0,1,0,0,0,82100.0
14383,-117.24,32.74,44.0,1686.0,285.0,712.0,298.0,4.0268,5.657718120805369,2.389261744966443,0,0,0,0,1,298600.0
5553,-118.37,33.95,5.0,6955.0,2062.0,3591.0,1566.0,3.111,4.44125159642401,2.293103448275862,1,0,0,0,0,247600.0
1458,-121.98,37.97,26.0,2714.0,390.0,1232.0,409.0,5.9617,6.635696821515892,3.0122249388753057,0,1,0,0,0,231100.0
18670,-121.88,36.98,21.0,4117.0,752.0,2001.0,763.0,4.8953,5.395806028833552,2.622542595019659,0,0,0,0,1,289500.0
15150,-116.84,32.92,20.0,1066.0,219.0,536.0,173.0,3.1607,6.161849710982659,3.098265895953757,1,0,0,0,0,119300.0
6209,-117.89,34.07,35.0,1439.0,261.0,804.0,271.0,3.9808,5.3099630996309966,2.9667896678966788,1,0,0,0,0,188600.0
19571,-120.94,37.59,16.0,3964.0,824.0,2622.0,766.0,2.3152,5.174934725848564,3.422976501305483,0,1,0,0,0,111300.0
1926,-120.3,38.9,11.0,1961.0,435.0,113.0,53.0,0.9227,37.0,2.1320754716981134,0,1,0,0,0,95500.0
5846,-118.3,34.17,37.0,350.0,115.0,342.0,111.0,3.0687,3.1531531531531534,3.081081081081081,1,0,0,0,0,200000.0
7726,-118.12,33.92,27.0,6336.0,1628.0,4673.0,1505.0,2.5893,4.209966777408638,3.104983388704319,1,0,0,0,0,183700.0
18833,-122.56,41.69,21.0,2010.0,360.0,947.0,306.0,2.4107,6.568627450980392,3.0947712418300655,0,1,0,0,0,70100.0
3656,-118.4,34.22,43.0,1220.0,222.0,729.0,230.0,3.6442,5.304347826086956,3.1695652173913045,1,0,0,0,0,186300.0
15805,-122.45,37.76,51.0,2564.0,457.0,810.0,442.0,5.6235,5.800904977375565,1.832579185520362,0,0,0,1,0,500001.0
11798,-121.22,38.92,19.0,2531.0,461.0,1206.0,429.0,4.4958,5.8997668997669,2.8111888111888113,0,1,0,0,0,192600.0
7472,-118.21,33.93,30.0,2831.0,862.0,3649.0,883.0,1.9668,3.206115515288788,4.132502831257078,1,0,0,0,0,152100.0
15471,-117.2,33.15,11.0,4091.0,864.0,1927.0,765.0,3.0139,5.347712418300653,2.518954248366013,1,0,0,0,0,199000.0
12825,-121.47,38.72,26.0,1708.0,299.0,911.0,290.0,4.0227,5.889655172413793,3.1413793103448278,0,1,0,0,0,99800.0
18825,-122.33,41.86,19.0,3599.0,695.0,1572.0,601.0,2.234,5.988352745424293,2.615640599001664,0,1,0,0,0,58600.0
5784,-118.25,34.15,15.0,3712.0,1005.0,1888.0,890.0,3.6875,4.170786516853933,2.121348314606742,1,0,0,0,0,209600.0
16411,-121.22,37.93,21.0,336.0,68.0,206.0,73.0,4.75,4.602739726027397,2.8219178082191783,0,1,0,0,0,121400.0
11264,-117.98,33.8,35.0,2114.0,341.0,1077.0,343.0,5.4876,6.163265306122449,3.139941690962099,1,0,0,0,0,227500.0
12786,-121.44,38.63,33.0,1077.0,271.0,753.0,236.0,1.3462,4.563559322033898,3.190677966101695,0,1,0,0,0,55900.0
4436,-118.21,34.08,26.0,2574.0,807.0,3163.0,802.0,1.9495,3.2094763092269325,3.9438902743142146,1,0,0,0,0,173200.0
8455,-118.35,33.91,32.0,1660.0,366.0,928.0,398.0,4.3187,4.1708542713567835,2.3316582914572863,1,0,0,0,0,269700.0
15194,-117.01,32.99,8.0,3372.0,430.0,1536.0,448.0,8.4284,7.526785714285714,3.4285714285714284,1,0,0,0,0,378300.0
7336,-118.15,33.98,37.0,1184.0,290.0,1320.0,276.0,2.3,4.2898550724637685,4.782608695652174,1,0,0,0,0,165600.0
8196,-118.13,33.79,20.0,6678.0,1797.0,3625.0,1599.0,3.7716,4.176360225140713,2.2670419011882426,0,0,0,0,1,242900.0
17274,-119.7,34.41,19.0,2086.0,575.0,1701.0,530.0,2.8042,3.9358490566037734,3.209433962264151,0,0,0,0,1,236100.0
3999,-118.62,34.17,34.0,3268.0,538.0,1463.0,519.0,6.8482,6.296724470134874,2.8188824662813103,1,0,0,0,0,308300.0
8147,-118.1,33.83,36.0,2000.0,343.0,956.0,352.0,5.3735,5.681818181818182,2.715909090909091,1,0,0,0,0,234400.0
8542,-118.36,33.88,28.0,1313.0,319.0,827.0,308.0,2.65,4.262987012987013,2.685064935064935,1,0,0,0,0,260800.0
6508,-118.07,34.07,19.0,1554.0,393.0,1427.0,370.0,3.125,4.2,3.8567567567567567,1,0,0,0,0,207100.0
2086,-119.79,36.76,52.0,1185.0,260.0,635.0,239.0,1.175,4.958158995815899,2.6569037656903767,0,1,0,0,0,56100.0
19953,-119.33,36.22,29.0,1735.0,323.0,805.0,293.0,3.5039,5.921501706484642,2.7474402730375425,0,1,0,0,0,89900.0
19744,-122.38,40.2,16.0,2722.0,511.0,1366.0,495.0,2.8447,5.498989898989899,2.7595959595959596,0,1,0,0,0,87700.0
6501,-118.05,34.08,34.0,572.0,154.0,752.0,182.0,2.0433,3.142857142857143,4.131868131868132,1,0,0,0,0,138800.0
2589,-124.1,40.88,35.0,2987.0,578.0,1581.0,585.0,2.0657,5.105982905982906,2.7025641025641027,0,0,0,0,1,81100.0
16797,-122.44,37.66,21.0,5108.0,1510.0,3288.0,1405.0,3.1927,3.6355871886121,2.3402135231316725,0,0,0,0,1,252600.0
18980,-122.0,38.25,7.0,11768.0,1893.0,6657.0,1874.0,4.9222,6.279615795090715,3.5522945570971185,0,1,0,0,0,142900.0
18858,-121.76,41.5,31.0,602.0,153.0,112.0,47.0,1.0667,12.808510638297872,2.382978723404255,0,1,0,0,0,34200.0
16981,-122.29,37.56,34.0,1693.0,281.0,846.0,291.0,5.3683,5.81786941580756,2.9072164948453607,0,0,0,1,0,339400.0
4528,-118.22,34.04,43.0,798.0,308.0,1417.0,325.0,1.4189,2.4553846153846153,4.36,1,0,0,0,0,141700.0
4254,-118.35,34.1,16.0,2930.0,1038.0,1648.0,980.0,2.6458,2.989795918367347,1.6816326530612244,1,0,0,0,0,372200.0
19083,-122.48,38.32,42.0,2106.0,533.0,1141.0,445.0,3.1129,4.7325842696629215,2.5640449438202246,1,0,0,0,0,149300.0
20295,-119.19,34.16,34.0,2610.0,466.0,1543.0,433.0,3.9722,6.027713625866051,3.5635103926097,0,0,0,0,1,189000.0
12387,-116.37,33.72,19.0,6190.0,1355.0,2242.0,1043.0,3.0021,5.934803451581975,2.149568552253116,0,1,0,0,0,152300.0
8615,-118.38,33.87,17.0,2791.0,579.0,1467.0,583.0,5.7415,4.787307032590052,2.5162950257289878,1,0,0,0,0,321900.0
4229,-118.29,34.11,49.0,2850.0,379.0,1113.0,380.0,12.9591,7.5,2.9289473684210527,1,0,0,0,0,500001.0
20278,-119.2,34.19,19.0,9503.0,1769.0,6370.0,1718.0,5.0016,5.531431897555297,3.7077997671711294,0,0,0,0,1,218500.0
884,-121.97,37.54,31.0,1949.0,344.0,986.0,322.0,4.6349,6.052795031055901,3.062111801242236,1,0,0,0,0,196200.0
1039,-120.97,38.42,16.0,1748.0,322.0,4930.0,287.0,4.3029,6.090592334494773,17.177700348432055,0,1,0,0,0,121900.0
15236,-117.26,32.95,34.0,1651.0,273.0,650.0,271.0,5.6582,6.092250922509225,2.3985239852398523,0,0,0,0,1,500001.0
5135,-118.26,33.97,46.0,1521.0,352.0,1100.0,334.0,1.55,4.553892215568863,3.2934131736526946,1,0,0,0,0,100600.0
12397,-116.3,33.68,10.0,2387.0,481.0,863.0,304.0,2.8882,7.8519736842105265,2.838815789473684,0,1,0,0,0,137500.0
2445,-119.64,36.56,34.0,576.0,117.0,363.0,97.0,2.0658,5.938144329896907,3.7422680412371134,0,1,0,0,0,92500.0
5921,-117.71,34.15,17.0,17715.0,2370.0,7665.0,2312.0,7.9068,7.66219723183391,3.315311418685121,0,1,0,0,0,349100.0
18262,-122.09,37.37,27.0,1269.0,186.0,464.0,182.0,6.8374,6.972527472527473,2.5494505494505493,0,0,0,1,0,500001.0
17497,-119.8,34.43,22.0,2845.0,500.0,1456.0,454.0,5.6604,6.266519823788546,3.20704845814978,0,0,0,0,1,276400.0
16785,-122.45,37.67,35.0,491.0,98.0,274.0,97.0,4.4286,5.061855670103093,2.8247422680412373,0,0,0,0,1,238600.0
18619,-122.02,37.01,20.0,1005.0,138.0,345.0,129.0,10.0968,7.790697674418604,2.6744186046511627,0,0,0,0,1,500001.0
13595,-117.29,34.09,24.0,1451.0,387.0,1178.0,330.0,1.1806,4.3969696969696965,3.56969696969697,0,1,0,0,0,68300.0
2095,-119.76,36.75,35.0,1607.0,383.0,1407.0,382.0,2.19,4.206806282722513,3.683246073298429,0,1,0,0,0,53400.0
3857,-118.43,34.17,34.0,2180.0,424.0,906.0,429.0,4.4464,5.081585081585081,2.111888111888112,1,0,0,0,0,353100.0
19312,-122.86,38.44,31.0,1534.0,292.0,716.0,288.0,3.4471,5.326388888888889,2.486111111111111,1,0,0,0,0,209500.0
14511,-117.15,32.91,14.0,1259.0,238.0,889.0,247.0,4.9464,5.097165991902834,3.5991902834008096,1,0,0,0,0,174800.0
3477,-118.51,34.3,24.0,6145.0,868.0,2710.0,875.0,7.5078,7.022857142857143,3.097142857142857,1,0,0,0,0,344000.0
1010,-121.73,37.68,17.0,20354.0,3493.0,8768.0,3293.0,5.4496,6.1809899787427875,2.662617673853629,0,1,0,0,0,238900.0
10982,-117.83,33.75,22.0,6433.0,1174.0,2703.0,1125.0,4.9957,5.718222222222222,2.4026666666666667,1,0,0,0,0,296400.0
14718,-117.06,32.79,21.0,3787.0,492.0,1246.0,457.0,9.6023,8.286652078774617,2.726477024070022,1,0,0,0,0,391300.0
18167,-122.03,37.35,19.0,3811.0,1227.0,1930.0,1153.0,3.5154,3.305290546400694,1.673894189071986,1,0,0,0,0,311400.0
6075,-117.87,34.08,33.0,4518.0,716.0,2037.0,764.0,5.6015,5.9136125654450264,2.6662303664921465,1,0,0,0,0,267200.0
11214,-117.91,33.82,32.0,1408.0,307.0,1331.0,284.0,3.7014,4.957746478873239,4.686619718309859,1,0,0,0,0,179600.0
7414,-118.23,33.95,43.0,1683.0,520.0,2190.0,494.0,2.2391,3.4068825910931175,4.433198380566802,1,0,0,0,0,152800.0
934,-122.04,37.53,25.0,4458.0,922.0,2998.0,890.0,3.9667,5.008988764044944,3.3685393258426966,0,0,0,1,0,218500.0
10175,-117.97,33.86,34.0,2138.0,490.0,1682.0,463.0,3.6006,4.617710583153348,3.632829373650108,1,0,0,0,0,161700.0
11274,-117.99,33.78,19.0,7399.0,1698.0,3554.0,1593.0,3.1049,4.644695543000628,2.231010671688638,1,0,0,0,0,173900.0
18929,-122.14,38.05,27.0,3794.0,772.0,1756.0,724.0,3.2891,5.240331491712707,2.425414364640884,0,0,0,1,0,150600.0
1343,-121.89,38.01,32.0,1000.0,188.0,663.0,212.0,4.0972,4.716981132075472,3.1273584905660377,0,1,0,0,0,99200.0
12457,-114.58,33.63,29.0,1387.0,236.0,671.0,239.0,3.3438,5.803347280334728,2.807531380753138,0,1,0,0,0,74000.0
359,-122.14,37.76,34.0,1513.0,231.0,545.0,211.0,5.5701,7.170616113744076,2.5829383886255926,0,0,0,1,0,252800.0
6165,-117.95,34.07,37.0,1987.0,399.0,1279.0,378.0,4.1172,5.256613756613756,3.3835978835978837,1,0,0,0,0,176500.0
19261,-122.74,38.44,23.0,2819.0,612.0,1644.0,546.0,2.6576,5.163003663003663,3.010989010989011,1,0,0,0,0,147900.0
959,-121.93,37.7,3.0,2456.0,582.0,793.0,456.0,4.4087,5.385964912280702,1.7390350877192982,1,0,0,0,0,225600.0
19867,-119.34,36.34,5.0,4505.0,834.0,1917.0,775.0,4.0144,5.812903225806451,2.4735483870967743,0,1,0,0,0,126600.0
1148,-121.36,39.52,15.0,2490.0,527.0,1229.0,497.0,2.3917,5.010060362173038,2.4728370221327967,0,1,0,0,0,85700.0
2954,-119.01,35.35,39.0,598.0,149.0,366.0,132.0,1.9125,4.53030303030303,2.772727272727273,0,1,0,0,0,57900.0
2051,-119.72,36.71,7.0,2456.0,463.0,1350.0,424.0,3.0179,5.7924528301886795,3.1839622641509435,0,1,0,0,0,91600.0
18324,-122.13,37.44,38.0,2835.0,447.0,1148.0,446.0,5.9277,6.356502242152466,2.5739910313901344,0,0,0,1,0,446600.0
2054,-119.69,36.69,36.0,1432.0,269.0,836.0,237.0,2.1563,6.042194092827004,3.5274261603375527,0,1,0,0,0,88300.0
9006,-118.59,34.11,35.0,2396.0,472.0,1054.0,457.0,6.4504,5.2428884026258205,2.3063457330415753,1,0,0,0,0,407000.0
7284,-118.24,33.98,37.0,1196.0,364.0,1622.0,327.0,2.125,3.6574923547400613,4.960244648318043,1,0,0,0,0,108900.0
5537,-118.43,33.96,20.0,1901.0,270.0,704.0,254.0,8.7819,7.484251968503937,2.7716535433070866,1,0,0,0,0,500001.0
14371,-117.24,32.71,32.0,4164.0,701.0,1277.0,607.0,6.6661,6.85996705107084,2.103789126853377,0,0,0,0,1,500001.0
19462,-120.99,37.68,30.0,1975.0,375.0,732.0,326.0,2.6932,6.058282208588957,2.245398773006135,0,1,0,0,0,94900.0
15052,-116.86,32.8,19.0,1747.0,291.0,848.0,290.0,4.875,6.024137931034483,2.924137931034483,1,0,0,0,0,187200.0
15218,-117.12,32.96,15.0,2869.0,405.0,1526.0,402.0,6.0175,7.13681592039801,3.7960199004975124,1,0,0,0,0,238300.0
8892,-118.5,34.02,35.0,2914.0,934.0,1334.0,870.0,2.9934,3.349425287356322,1.5333333333333334,1,0,0,0,0,350000.0
14550,-117.24,32.94,12.0,2165.0,437.0,792.0,386.0,5.2648,5.608808290155441,2.051813471502591,0,0,0,0,1,294400.0
19000,-121.94,38.35,8.0,3157.0,559.0,1758.0,569.0,4.412,5.548330404217926,3.0896309314586996,0,1,0,0,0,140100.0
7302,-118.19,33.99,40.0,1547.0,434.0,1930.0,427.0,3.3869,3.622950819672131,4.519906323185012,1,0,0,0,0,157300.0
11369,-117.98,33.71,24.0,2308.0,464.0,1101.0,407.0,4.4766,5.670761670761671,2.705159705159705,1,0,0,0,0,230000.0
17818,-121.9,37.4,16.0,2998.0,603.0,1606.0,615.0,3.7622,4.87479674796748,2.611382113821138,1,0,0,0,0,150000.0
16144,-122.47,37.78,52.0,2275.0,412.0,1166.0,424.0,4.0652,5.365566037735849,2.75,0,0,0,1,0,421300.0
18606,-122.13,37.15,39.0,2854.0,613.0,1338.0,518.0,3.9423,5.5096525096525095,2.583011583011583,0,0,0,0,1,180300.0
10873,-117.9,33.73,31.0,1171.0,306.0,1690.0,301.0,3.2639,3.8903654485049834,5.614617940199335,1,0,0,0,0,155200.0
15705,-122.42,37.79,52.0,2511.0,895.0,1202.0,804.0,2.6607,3.123134328358209,1.4950248756218905,0,0,0,1,0,87500.0
3608,-118.46,34.23,16.0,6338.0,1768.0,4718.0,1632.0,3.0187,3.883578431372549,2.8909313725490198,1,0,0,0,0,154600.0
11175,-117.97,33.82,26.0,4013.0,985.0,2442.0,922.0,3.7655,4.3524945770065075,2.648590021691974,1,0,0,0,0,197700.0
5446,-118.44,34.0,41.0,1562.0,377.0,874.0,368.0,4.1083,4.244565217391305,2.375,1,0,0,0,0,324300.0
4894,-118.24,34.02,48.0,542.0,150.0,571.0,114.0,1.8485,4.754385964912281,5.008771929824562,1,0,0,0,0,90600.0
20477,-118.74,34.28,21.0,4056.0,637.0,1974.0,634.0,5.9024,6.3974763406940065,3.1135646687697163,1,0,0,0,0,221000.0
7696,-118.12,33.95,35.0,1604.0,280.0,802.0,280.0,5.752,5.728571428571429,2.8642857142857143,1,0,0,0,0,291000.0
17951,-121.96,37.34,34.0,1461.0,299.0,739.0,276.0,3.4375,5.293478260869565,2.677536231884058,1,0,0,0,0,252600.0
8999,-118.33,34.0,52.0,1114.0,169.0,486.0,176.0,4.2917,6.329545454545454,2.7613636363636362,1,0,0,0,0,247600.0
7510,-118.27,33.89,32.0,1969.0,397.0,1349.0,370.0,4.4659,5.321621621621621,3.645945945945946,1,0,0,0,0,138100.0
6586,-118.22,34.22,39.0,2686.0,417.0,1094.0,402.0,7.0059,6.681592039800995,2.7213930348258706,1,0,0,0,0,500001.0
17238,-119.67,34.44,32.0,3202.0,537.0,1316.0,538.0,5.2888,5.951672862453532,2.446096654275093,1,0,0,0,0,463800.0
5474,-118.46,33.99,44.0,1122.0,287.0,531.0,256.0,4.0598,4.3828125,2.07421875,1,0,0,0,0,335900.0
8451,-118.35,33.91,28.0,2108.0,534.0,1485.0,536.0,4.0775,3.9328358208955225,2.7705223880597014,1,0,0,0,0,241400.0
19475,-120.96,37.67,17.0,2434.0,511.0,1558.0,546.0,2.9219,4.457875457875458,2.8534798534798536,0,1,0,0,0,114300.0
2394,-119.4,37.09,22.0,2211.0,477.0,773.0,288.0,3.3269,7.677083333333333,2.6840277777777777,0,1,0,0,0,102700.0
9653,-120.7,36.99,32.0,320.0,73.0,222.0,78.0,2.9271,4.102564102564102,2.8461538461538463,0,1,0,0,0,87500.0
8730,-118.31,33.84,52.0,1819.0,464.0,1068.0,424.0,3.625,4.290094339622642,2.518867924528302,1,0,0,0,0,270700.0
6874,-118.1,34.07,29.0,1179.0,313.0,1255.0,308.0,2.5964,3.8279220779220777,4.074675324675325,1,0,0,0,0,176800.0
13581,-117.28,34.12,36.0,2991.0,822.0,2378.0,751.0,1.3571,3.982689747003995,3.166444740346205,0,1,0,0,0,70600.0
13753,-117.17,34.05,24.0,2877.0,507.0,1141.0,474.0,4.2059,6.069620253164557,2.4071729957805905,0,1,0,0,0,121500.0
20241,-119.24,34.27,32.0,4071.0,888.0,1900.0,874.0,3.2792,4.657894736842105,2.1739130434782608,0,0,0,0,1,220500.0
6733,-118.09,34.12,45.0,2966.0,415.0,1231.0,409.0,7.8347,7.251833740831296,3.0097799511002443,1,0,0,0,0,500001.0
5163,-118.29,33.96,39.0,1340.0,409.0,1463.0,367.0,1.5294,3.6512261580381473,3.9863760217983653,1,0,0,0,0,111400.0
7409,-118.22,33.96,42.0,1380.0,331.0,1290.0,288.0,2.8,4.791666666666667,4.479166666666667,1,0,0,0,0,161800.0
13662,-117.32,34.03,13.0,3853.0,761.0,1685.0,669.0,3.9024,5.759342301943199,2.5186846038863977,0,1,0,0,0,122400.0
9317,-122.49,37.99,27.0,5470.0,755.0,1916.0,764.0,6.994,7.159685863874346,2.507853403141361,0,0,0,1,0,420800.0
3537,-118.52,34.26,21.0,8850.0,2139.0,4717.0,1979.0,3.7816,4.471955533097524,2.3835270338554824,1,0,0,0,0,254200.0
14354,-117.23,32.75,23.0,2415.0,653.0,1275.0,596.0,3.1389,4.052013422818792,2.139261744966443,0,0,0,0,1,101800.0
14239,-117.09,32.7,15.0,869.0,217.0,887.0,216.0,1.4583,4.023148148148148,4.106481481481482,0,0,0,0,1,84200.0
2746,-115.57,32.78,29.0,2321.0,367.0,1173.0,360.0,4.0375,6.447222222222222,3.2583333333333333,0,1,0,0,0,86400.0
102,-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,3.745614035087719,1.706140350877193,0,0,0,1,0,237500.0
15792,-122.42,37.77,52.0,1176.0,493.0,1136.0,436.0,1.375,2.697247706422018,2.6055045871559632,0,0,0,1,0,312500.0
1661,-121.94,37.93,16.0,3421.0,427.0,1341.0,428.0,7.5695,7.992990654205608,3.133177570093458,0,1,0,0,0,320400.0
7528,-118.23,33.91,34.0,661.0,146.0,742.0,143.0,2.1734,4.6223776223776225,5.188811188811189,1,0,0,0,0,88200.0
9375,-122.5,37.92,32.0,2639.0,415.0,1013.0,408.0,6.1632,6.4681372549019605,2.482843137254902,0,0,0,1,0,349200.0
13896,-116.33,34.15,13.0,1808.0,411.0,735.0,320.0,1.5489,5.65,2.296875,0,1,0,0,0,57400.0
15189,-117.05,33.03,16.0,87.0,20.0,32.0,21.0,4.3571,4.142857142857143,1.5238095238095237,1,0,0,0,0,144600.0
12783,-121.44,38.64,25.0,1678.0,367.0,971.0,307.0,1.0398,5.465798045602606,3.1628664495114007,0,1,0,0,0,62100.0
9626,-120.25,37.23,34.0,1656.0,328.0,1110.0,332.0,2.1845,4.9879518072289155,3.3433734939759034,0,1,0,0,0,59900.0
7596,-118.25,33.89,35.0,1582.0,391.0,1957.0,404.0,2.4537,3.9158415841584158,4.844059405940594,1,0,0,0,0,91500.0
1694,-122.26,38.0,6.0,678.0,104.0,318.0,91.0,5.2375,7.450549450549451,3.4945054945054945,0,0,0,1,0,246400.0
14666,-117.13,32.8,35.0,2129.0,382.0,1044.0,350.0,3.9732,6.082857142857143,2.9828571428571427,0,0,0,0,1,174900.0
10202,-117.92,33.87,44.0,308.0,87.0,301.0,100.0,2.1991,3.08,3.01,1,0,0,0,0,191100.0
17235,-119.67,34.47,35.0,2700.0,422.0,1995.0,383.0,4.9757,7.049608355091384,5.2088772845953,1,0,0,0,0,500001.0
